Wind Speed,Solar Irradiance,Previous Generation,Previous Load,Day Ahead Price,Hour,Generator 1,Generator 2,Generator 3,Generator 4,Generator 5,Generator 6
11.40101972017505,424.48862512753396,541.4791230865201,648.178488329185,20.6408564261623,7,0,0,0,0,0,1
7.8310220745672146,667.6852364875508,655.1736700860375,544.2226963961857,45.442454504246385,23,0,0,0,0,0,1
7.367297813930439,426.93505952455763,579.0215563243348,748.8220962325847,87.83204535628637,3,0,1,1,0,0,1
7.367375601432784,382.7127424935474,440.49778399861407,411.9449357711013,79.95591729924578,4,0,0,0,0,0,1
19.731647798996462,661.1570615794242,592.6573874665174,651.2882207762274,95.16111136508009,5,0,0,0,0,0,1
13.204647216004691,323.1766548410095,588.133028112369,857.8229510777132,80.91805512693574,4,0,1,0,0,0,1
6.307648242089852,531.3413289412922,717.0814014525783,582.8940125238177,140.94927398447112,18,0,1,1,1,0,1
11.694111035998885,790.3496968578515,483.3417122156807,540.9018167746584,26.18175245460435,7,0,0,0,0,0,1
9.861202997613862,297.18572021570185,717.8783379306532,758.8274208163067,104.07882894589443,8,0,1,0,0,0,1
1.9317015182843513,592.1502072800507,588.2603025480067,674.5147640880698,119.84031218490418,14,1,1,1,0,1,1
4.259513305584991,578.931316733873,467.0469994902005,761.8170923085399,116.04615375075198,3,1,1,1,0,1,1
10.28304438021449,475.6657953343293,442.94660255076855,655.7747728542909,118.61818964003554,8,0,0,0,0,0,1
18.712033026989957,374.0526039740158,832.1266233490236,300.0,122.93347725172804,6,0,0,0,0,0,1
7.40705961573834,803.6992642235963,580.8100772597471,826.9870115638548,76.88060340178328,7,0,1,1,0,0,1
5.993019401300914,350.6078410582585,712.3804940076586,960.5039573717413,61.95548729069129,14,1,1,1,0,0,1
9.126191118222122,46.99027471759496,395.0256726470244,842.606151025443,33.95954981915983,18,1,1,1,0,0,1
5.763740046198127,660.1333979077584,916.5233865556681,300.0,84.12191498960914,14,0,0,0,0,0,1
7.098021162261081,199.67416255804147,707.1893554040554,717.663231875835,71.67400628135434,4,0,1,1,0,0,1
8.462996672712874,672.9702862137718,569.3471743013749,579.9881284137431,129.84826440971412,18,0,1,0,0,0,1
4.1136360178229365,833.725811960861,563.2600970573388,487.3634369582436,86.37325669546595,6,0,1,0,0,0,1
13.593682139244661,657.4374695996686,688.1517753963595,668.409824245741,64.08782788317326,5,0,0,0,0,0,1
3.6114793821569324,767.8528254718728,681.2618024070057,627.6579057650418,59.34393638116698,18,1,1,1,0,1,1
3.3044260069991687,1000.0,621.9035136476926,726.2986706419762,154.66460161351384,16,1,1,1,1,1,1
9.603938779159265,741.6901156522367,601.3054509842676,658.4870283958181,94.33741055025268,9,0,0,0,0,0,1
13.00316423311724,582.6433481563589,667.3280500831099,481.87818396665347,71.5548661017817,18,0,0,0,0,0,1
9.460521819756936,908.487045880912,390.9955736303788,563.5097334885544,98.72125423316065,10,0,0,0,0,0,1
7.94315810119725,938.6938862116463,555.4470344862897,539.3062165512476,151.90667468495212,14,0,1,0,0,0,1
7.054618815573708,942.1929458148552,402.37633700485844,392.5275234883331,83.30958073101334,9,0,0,0,0,0,1
6.345469529212034,376.96412120099933,672.5510813643006,444.2533034069175,115.6103212834459,10,0,1,0,0,0,1
15.335154812944408,161.495410375399,518.9023234760017,618.3396995172209,130.59383111990974,22,0,0,0,0,0,1
10.341362320400897,361.7019541412783,411.41063055849867,863.5631112960918,38.2572832445028,2,0,1,0,0,0,1
6.6750856412014485,675.9104039482938,504.74561711772367,569.6664380451808,75.84762743991382,2,0,1,0,0,0,1
5.462283972306911,539.7897363330264,617.9227441758942,536.3853837870815,126.8325988447659,17,0,1,1,0,1,1
12.145396529152393,448.37975370578823,575.3725940933027,472.80697899907614,74.02089682692481,10,0,0,0,0,0,1
15.134264365532715,640.1203497012339,459.2212129160672,654.5804742493026,107.4387619780185,19,0,0,1,0,0,1
14.383531448751919,132.29872958168323,395.41576779232605,826.8889001915189,72.2455520262557,21,0,0,1,0,0,1
4.856278204950636,535.2923246728853,608.8719344436603,950.4024149612887,81.63344289464219,17,1,1,1,0,1,1
7.017360637516271,779.6144112119692,530.3078271899446,692.809906508253,77.97908583178682,14,0,1,1,0,0,1
6.266300933864867,637.3289111395571,569.0303148163139,670.9990613954652,114.10010461087496,6,0,1,1,0,0,1
7.599460591986949,672.9524554584322,580.837777501404,568.4790339119685,101.04740342598778,9,0,1,0,0,0,1
13.522394513347031,899.3431974881287,651.6078824610382,593.5150067763483,97.9657833503306,20,0,0,0,0,0,1
17.763539782195124,483.46417878158326,701.6335802123896,744.3762636576055,170.224857135765,22,0,0,0,0,0,1
10.566022505025565,336.7270846624159,617.5811041150132,602.7687001905381,147.190922213602,19,0,1,0,0,0,1
5.586648450114115,797.3787606662605,561.5444940288428,625.6576329248879,35.562691383386586,9,0,1,1,0,0,1
8.347487302068577,792.7801577584818,602.9716245714964,646.1979087874363,81.69770980344354,12,0,0,0,0,0,1
19.598820236501258,639.5729186889491,559.2915639288454,561.3757833638786,167.79391023820975,14,0,0,0,0,0,1
8.996334796672933,459.90724985438794,402.89359756402547,638.7531111383673,77.76229907935874,22,0,1,0,0,0,1
7.064272616770484,500.3449127519963,731.033540554749,347.08908068137976,157.63237957625432,17,0,1,0,0,0,1
7.436124158281839,180.80676196722834,708.4126634985364,732.3253824527693,82.21019555395219,22,0,1,1,0,0,1
10.538789669214115,778.2366325518008,838.6000792296716,1002.7657758458082,87.98007288360311,3,0,1,1,0,0,1
4.967370369845785,769.412827382286,873.6599167773129,567.19345772554,120.90714077407436,19,1,1,1,0,1,1
6.170738683305962,172.07931238330406,458.8775841296688,706.0755717502504,92.29378474976492,16,1,1,1,0,0,1
14.266335812742472,716.908020976534,559.7520095545406,777.7364480369276,109.83873918722858,2,0,0,0,0,0,1
10.369109099219038,601.0254137522521,901.384751624417,842.0322909076192,142.24846097922915,20,0,1,1,0,0,1
9.050738370074914,244.50647240230094,595.1339261301318,610.3517766889731,117.76402801927307,20,0,1,0,0,0,1
14.661850353920224,198.49994973188262,629.3053083056102,379.5024119466921,99.24596396449098,1,0,0,0,0,0,1
5.36532340582405,593.3733173504306,417.46440579665045,690.0847926273144,145.20580525152778,3,0,1,1,1,0,1
6.933075995653091,400.57397152327053,618.0346357892129,669.2943035981641,121.30062427625298,0,0,1,0,0,0,1
10.176150550526657,954.9872126374175,831.8328449710907,598.1500437985995,72.99370510707956,14,0,0,0,0,0,1
9.971482447071386,738.1495986622266,754.3950972124234,629.9731815673489,154.40225700332059,0,0,0,0,0,0,1
3.0682444956389165,618.4232841830569,526.8018454177748,671.5520667526597,114.27096776150535,5,1,1,1,0,1,1
6.518555049138259,630.7697510005986,552.44203601179,704.2642988155776,88.58969693390415,6,0,1,1,0,0,1
7.717965032321437,832.7167950917919,464.2919649006884,697.9714565359877,34.375472462421584,18,0,1,1,0,0,1
10.82366106321256,711.6295229318345,497.8604231700353,617.3471510748307,53.67270859806,11,0,0,0,0,0,1
9.951177275256079,624.9416096240057,370.77456854562365,707.6418252478927,146.0040473119981,0,0,0,0,0,0,1
8.15019211392399,254.9347059256225,589.8216390408309,607.2453727587707,147.1899575591135,6,0,1,0,0,0,1
1.9210633859562263,1000.0,781.2132815916493,746.3038252302979,97.55852206199721,18,1,1,1,0,1,1
8.395531504499337,224.20431067294174,642.6518308912499,555.8835746785248,41.89267472073541,12,0,0,0,0,0,1
8.851956381716704,421.8643157249589,763.9486787958879,660.9587288224344,62.390742390481826,11,0,0,0,0,0,1
25.0,86.31793089750062,728.7899281111198,406.4392126824156,46.286949438512664,11,0,0,0,0,0,1
7.5670890772229,634.6995396923155,534.3830292512846,594.5134295814279,45.196662202587184,21,0,1,0,0,0,1
10.208075449983205,537.7776093212019,508.85920063122614,735.1233081694968,155.8040710681072,12,0,0,0,0,0,1
16.00668426822059,691.31910959119,513.4578531778253,494.9397699937897,156.7975372524342,13,0,0,0,0,0,1
13.09657095280027,65.23359222389155,393.95256618695413,601.9849285474875,61.37458539303291,21,0,0,0,0,0,1
18.16311271691815,778.226416845233,603.879627935469,300.0,94.73795072307202,11,0,0,0,0,0,1
